,close,change,stock_volatility,stock_momentum,index_volatility,index_momentum,sector_momentum
0,802.299988,0.01539329,,,,,0.4
1,814.650024,0.006751365,,,,,0.6
2,820.150024,-0.003353045,,,,,0.6
3,817.400024,0.023978437999999998,,,,,0.4
4,837.0,-0.001075297,0.008338950199999999,0.4,0.006761578000000001,0.0,0.6
5,836.099976,-0.015368946999999999,0.002186502799999999,0.6,0.004434613,0.0,0.8
6,823.25,-0.00819921,-0.0008036122000000011,0.8,0.000768983,0.2,0.8
7,816.5,0.002755664,0.0004181295999999988,0.6,0.00025226700000000003,0.2,0.6
8,818.75,-0.016854947,-0.0077485474,0.8,-0.002522983,0.4,0.6
9,804.950012,0.000496881,-0.0074341118,0.6,-0.002602517,0.4,0.6
10,805.349976,-0.006208481,-0.0056020186,0.6,1.83e-05,0.4,0.6
11,800.349976,-0.00281127,-0.0045244306,0.6,0.002522952,0.2,0.4
12,798.099976,-0.001127633,-0.00530109,0.8,-0.000568626,0.4,0.4
13,797.200012,-0.014864571000000002,-0.0049030148,0.8,0.001190811,0.4,0.6
14,785.349976,-0.005602551999999999,-0.0061229014,1.0,6.82e-05,0.6,0.6
15,780.950012,0.011908557,-0.0024994938000000005,0.8,-0.0028771770000000003,0.8,0.6
16,790.25,-0.0009490669999999999,-0.0021270532000000003,0.8,-0.001948466,0.8,0.6
17,789.5,-0.002976537,-0.0024968340000000007,0.8,-0.0014617520000000002,0.8,0.6
18,787.150024,-0.012577048,-0.0020393294000000005,0.8,0.00039968400000000003,0.6,0.6
19,777.25,-0.003538115,-0.001626442,0.8,3.78e-05,0.6,0.6
20,774.5,0.0041317129999999995,-0.0031818108000000005,0.8,0.001044021,0.4,0.6
21,777.700012,0.018966181999999998,0.0008012389999999991,0.6,0.000720218,0.4,0.8
22,792.450012,-0.008770284,-0.00035751040000000085,0.6,0.001123844,0.4,0.8
23,785.5,-0.017568412,-0.0013557832000000007,0.6,-0.0016345910000000001,0.6,0.6
24,771.700012,-0.008746921999999999,-0.0023975446000000004,0.6,-0.0026295579999999997,0.6,0.4
25,764.950012,0.0075821790000000005,-0.0017074514000000002,0.6,-0.0027543990000000003,0.6,0.2
26,770.75,0.024456667,-0.0006093543999999993,0.6,-0.006190608,0.8,0.2
27,789.599976,-0.0010764639999999998,0.0009294096000000007,0.6,-0.003630328,0.6,0.4
28,788.75,0.001394581,0.004722008200000001,0.4,-0.00081113,0.4,0.4
29,789.849976,0.006077164,0.0076868254,0.2,0.00154581,0.2,0.6
30,794.650024,-0.007613475,0.004647694599999999,0.4,-0.000339173,0.4,0.6
31,788.599976,0.013568365,0.0024700341999999986,0.4,0.001290757,0.4,0.4
32,799.299988,-0.013574348,-2.95426000000014e-05,0.4,-0.001980597,0.6,0.2
33,788.450012,0.0019024670000000001,7.203459999999863e-05,0.4,-0.003127762,0.8,0.2
34,789.950012,0.018672068,0.0025910153999999983,0.4,-0.004038981,1.0,0.0
35,804.700012,0.0030446279999999997,0.004722635999999998,0.2,-0.0051779320000000005,1.0,0.0
36,807.150024,0.005203434,0.003049649799999998,0.2,-0.006936628,1.0,0.2
37,811.349976,-0.003820763,0.005000366799999998,0.2,-0.005060202,0.8,0.2
38,808.25,0.018929772,0.008405827799999998,0.2,-0.005126928,0.8,0.4
39,823.549988,-0.016453146000000002,0.0013807849999999983,0.4,-0.005598849,0.8,0.4
40,810.0,0.026913565,0.006154572399999998,0.4,-0.005498669,0.8,0.4
41,831.799988,-0.001983607,0.004717164199999999,0.6,-0.004430282,0.8,0.2
42,830.150024,-0.005480995,0.004385117799999999,0.6,-0.0045812679999999995,0.8,0.4
43,825.599976,0.009326565,0.0024644763999999994,0.6,-0.003956998,0.6,0.4
44,833.299988,-0.003180084,0.005119088799999999,0.6,-0.001943976,0.4,0.4
45,830.650024,-0.005598054,-0.0013832350000000007,0.8,-0.001313651,0.4,0.6
46,826.0,-0.006476969,-0.0022819074000000007,0.8,-3.9899999999999994e-05,0.4,0.6
47,820.650024,-0.010053006,-0.0031963096000000002,0.8,-0.0013104660000000001,0.6,0.4
48,812.400024,-0.026341732000000003,-0.010329969000000001,1.0,-0.004283070999999999,0.8,0.2
49,791.0,0.015739585,-0.006546035200000001,0.8,-0.0044196999999999995,0.8,0.2
50,803.450012,-0.004729589,-0.006372342200000001,0.8,-0.001225338,0.6,0.2
51,799.650024,0.007815919000000001,-0.0035137646000000015,0.6,-0.000788223,0.4,0.2
52,805.900024,-0.000930637,-0.001689290800000002,0.6,0.0018086229999999999,0.2,0.4
53,805.150024,0.005278519000000001,0.004634759399999999,0.4,0.00531088,0.0,0.4
54,809.400024,-0.004756654,0.0005355115999999994,0.6,0.005627121,0.0,0.6
55,805.549988,-0.0006827480000000001,0.0013448797999999994,0.6,0.006357724,0.0,0.6
56,805.0,0.007888169,0.0013593297999999992,0.6,0.005828408,0.2,0.6
57,811.349976,-0.074382175,-0.0133309778,0.6,0.001923953,0.4,0.6
58,751.0,-0.00246335,-0.014879351599999998,0.8,0.00045985800000000005,0.6,0.8
59,749.150024,-0.003403922,-0.0146088052,0.8,-0.0008875710000000001,0.8,0.8
60,746.599976,-0.019689194,-0.0184100944,0.8,-0.004337779,1.0,0.8
61,731.900024,-0.023637174,-0.024715163000000002,1.0,-0.007520323000000001,1.0,1.0
62,714.599976,0.023649629,-0.005108802200000001,0.8,-0.005196852,0.8,1.0
63,731.5,0.00498978,-0.0036181762000000012,0.6,-0.004617085,0.6,1.0
64,735.150024,-0.008297675,-0.0045969268000000015,0.6,-0.00204387,0.4,1.0
65,729.049988,-0.0017831260000000001,-0.0010157132000000013,0.6,0.00039198300000000004,0.2,0.8
66,727.75,-0.009687376,0.001774246399999999,0.6,0.003362773,0.2,0.6
67,720.700012,-0.009019009,-0.0047594812,0.8,0.005040156,0.2,0.6
68,714.200012,-0.000420034,-0.005841444,1.0,0.005580542,0.2,0.6
69,713.900024,-0.006653593,-0.005512627600000002,1.0,0.002346576,0.4,0.6
70,709.150024,-0.0050765509999999995,-0.006171312600000001,1.0,0.001029766,0.6,0.8
71,705.549988,-0.008007886,-0.0058354146000000025,1.0,0.001093824,0.6,1.0
72,699.900024,0.00907269,-0.0022170748000000023,0.8,-0.000655354,0.8,0.8
73,706.25,-0.037380565,-0.009609181000000001,0.8,-0.004112221,1.0,0.6
74,679.849976,0.028462215,-0.0025860194000000016,0.6,-0.002042356,0.8,0.4
75,699.200012,-0.006650491999999999,-0.002900807600000002,0.6,-0.0015165279999999998,0.6,0.4
76,694.549988,-0.001223779,-0.0015439862000000022,0.6,-0.000623186,0.4,0.2
77,693.700012,-0.005550001,-0.0044685244000000025,0.8,-0.001535404,0.4,0.4
78,689.849976,-0.003406503,0.002326287999999997,0.8,0.000643598,0.4,0.4
79,687.5,-0.009309126,-0.005227980200000003,1.0,-0.0012499289999999999,0.6,0.4
80,681.099976,0.0149024,-0.0009174018000000031,0.8,-0.002770941,0.8,0.2
81,691.25,0.030090399,0.005345433799999998,0.6,-0.001137503,0.8,0.4
82,712.049988,0.009900973,0.008435628599999998,0.4,,0.6,0.4
83,719.099976,0.005632107,0.010243350599999996,0.2,,0.4,0.6
84,723.150024,-0.012653009,0.009574573999999997,0.2,,0.4,0.8
85,714.0,-0.007142824,0.005165529199999997,0.4,,0.4,0.8
86,708.900024,-0.021653316000000002,-0.005183213800000004,0.6,,0.6,0.8
87,693.549988,0.00627213,-0.005908982400000004,0.6,,0.8,0.6
88,697.900024,-0.003080705,-0.007651544800000003,0.8,-0.001990031,0.8,0.4
89,695.75,0.017247575,-0.0016714280000000026,0.6,0.001735525,0.6,0.2
90,707.75,0.002401995,0.0002375357999999975,0.4,0.0034955679999999997,0.4,0.2
91,709.450012,-0.000634311,0.004441336799999998,0.4,0.00335368,0.4,0.2
92,709.0,0.0151622,0.006219350799999998,0.4,0.004217302,0.4,0.4
93,719.75,-0.010489736999999999,0.004737544399999998,0.4,0.000997206,0.6,0.6
94,712.200012,-0.004071924,0.00047364459999999777,0.6,-0.002936854,0.8,0.8
95,709.299988,-0.005568888,-0.0011205320000000022,0.8,-0.004221594,1.0,1.0
96,705.349976,-0.014248229,-0.0038433156000000023,0.8,-0.006663051,1.0,0.8
97,695.299988,-0.010642836000000001,-0.009004322800000002,1.0,-0.007440751,1.0,0.6
98,687.900024,0.009230958000000001,-0.005060183800000004,0.8,-0.002004204,0.8,0.4
99,694.25,0.003096902,-0.003626418600000004,0.6,-0.0034778409999999997,0.8,0.4
100,696.400024,0.04372480000000001,0.006232318999999998,0.4,0.000950892,0.6,0.4
101,726.849976,-0.004540123,0.008173940199999997,0.4,0.006067212,0.4,0.6
102,723.549988,-0.014995475,0.007303412399999998,0.4,0.007480221,0.2,0.8
103,712.700012,-0.009471026,0.0035630155999999977,0.6,0.00343776,0.4,0.8
104,705.950012,-0.026135012000000003,-0.0022833672000000032,0.8,0.004836785,0.4,0.8
105,687.5,0.014545455,-0.008119236200000005,0.8,-0.000983729,0.6,0.8
106,697.5,-0.004802833,-0.008171778200000004,0.8,-0.0033962059999999997,0.8,0.8
107,694.150024,0.000504179,-0.0050718474000000045,0.6,-0.004725264,1.0,0.6
108,694.5,-0.005327591,-0.004243160400000004,0.6,-0.0065131519999999995,1.0,0.6
109,690.799988,-0.000217087,0.0009404245999999963,0.6,-0.004788616,0.8,0.4
110,690.650024,0.027582693999999998,0.0035478723999999963,0.6,-0.0013375379999999999,0.6,0.4
111,709.700012,0.032196668,0.010947772599999996,0.4,0.0014806770000000001,0.4,0.4
112,732.549988,-0.006211164,0.009604703999999995,0.6,0.0010387130000000001,0.4,0.6
113,728.0,-0.017994473,0.007071327599999996,0.6,0.001728894,0.4,0.6
114,714.900024,-0.020492409,0.0030162631999999965,0.6,-0.00042481800000000004,0.6,0.8
115,700.25,0.03970009,0.0054397423999999975,0.6,-0.0013670070000000002,0.6,0.8
116,728.049988,-0.004807362,-0.0019610636000000022,0.8,-0.005274564,0.8,0.6
117,724.549988,-0.023945865,-0.005508003800000003,0.8,-0.001800507,0.6,0.6
118,707.200012,-0.014069587,-0.004723026600000003,0.8,-0.00032475900000000004,0.4,0.8
119,697.25,-0.0038723729999999997,-0.0013990194000000026,0.8,-0.000854455,0.4,0.8
120,694.549988,0.002591589,-0.008820719600000002,0.8,-0.001085662,0.6,0.6
121,696.349976,-0.007826455,-0.009424538200000002,0.8,0.001361038,0.4,0.6
122,690.900024,0.043132128,0.003991060399999997,0.6,-0.003874355,0.6,0.6
123,720.700012,0.032190942,0.013243166199999995,0.4,-0.004005283,0.6,0.6
124,743.900024,-0.079042944,-0.0017909480000000057,0.4,-0.006338399999999999,0.6,0.6
125,685.099976,-0.030433479,-0.008395961600000005,0.6,-0.005195862,0.4,0.6
126,664.25,-0.016484775,-0.010127625600000006,0.6,-0.010055887,0.6,0.8
127,653.299988,-0.002908257,-0.019335702600000004,0.8,-0.0048934,0.4,0.8
128,651.400024,0.02456248,-0.020861395000000005,0.8,-0.0030395229999999997,0.4,0.6
129,667.400024,0.0012735630000000001,-0.004798093600000003,0.6,-0.000940373,0.4,0.4
130,668.25,0.012420483000000001,0.0037726987999999973,0.4,-2.84e-05,0.4,0.4
131,676.549988,0.021062745,0.011282202799999998,0.2,0.005418555,0.2,0.4
132,690.799988,0.042993649,0.020462584,0.0,0.006428136,0.2,0.4
133,720.5,-0.002498248,0.0150504384,0.2,0.0069756209999999996,0.2,0.6
134,718.700012,-0.03360237,0.008075251799999999,0.4,0.007135185,0.2,0.6
135,694.549988,-0.001079836,0.005375187999999999,0.6,0.004433669,0.4,0.6
136,693.799988,0.002378242,0.0016382873999999984,0.6,-0.001246781,0.6,0.4
137,695.450012,0.005535949,-0.005853252600000002,0.6,0.000256913,0.6,0.4
138,699.299988,-0.004576022,-0.006268807400000001,0.6,-0.005304005,0.8,0.2
139,696.099976,-0.0017238210000000002,0.00010690239999999878,0.6,-0.003026305,0.6,0.4
140,694.900024,0.028205462,0.005963961999999999,0.4,-0.002876042,0.6,0.4
141,714.5,0.00748772,0.006985857599999997,0.4,0.007148825,0.4,0.4
142,719.849976,0.042092171,0.014297101999999997,0.4,0.007630357,0.4,0.4
143,750.150024,0.012530778999999999,0.0177184622,0.2,0.013435227,0.2,0.4
144,759.549988,-0.018497779,0.014363670599999998,0.2,0.011108318,0.4,0.4
145,745.5,0.0007377439999999999,0.008870126999999997,0.2,0.012580859,0.2,0.4
146,746.049988,0.0037530840000000003,0.008123199799999998,0.2,0.008487556,0.2,0.6
147,748.849976,0.013220303999999999,0.002348826399999998,0.2,0.003847399,0.2,0.6
148,758.75,-0.009621071,-0.002081543600000002,0.4,-0.0007243960000000001,0.4,0.6
149,751.450012,-0.017832223,-0.0019484324000000025,0.4,0.0038940109999999997,0.2,0.6
150,738.049988,0.043222037000000005,0.006548426199999999,0.4,0.00466999,0.2,0.6
151,769.950012,-0.019806481,0.0018365131999999985,0.6,0.0040739090000000006,0.2,0.6
152,754.700012,0.017026601000000002,0.0025977725999999993,0.6,0.005579751,0.2,0.6
153,767.549988,-0.009250181,0.0026719505999999995,0.6,0.009803875,0.0,0.8
154,760.450012,-0.027155005,0.0008073941999999998,0.6,0.004076231,0.2,0.6
155,739.799988,0.010002736,-0.005836466000000001,0.6,0.000988998,0.4,0.8
156,747.200012,0.025495166,0.003223863399999999,0.4,0.002864312,0.4,0.8
157,766.25,0.007765105,0.0013715641999999986,0.4,0.003751788,0.4,0.8
158,772.200012,0.003690723,0.003959744999999999,0.2,0.00043483199999999996,0.6,0.6
159,775.049988,-0.011483084,0.007094129199999999,0.2,0.001919172,0.6,0.8
160,766.150024,-0.0029367620000000003,0.004506229599999999,0.4,0.00412404,0.4,0.6
161,763.900024,-0.023890561,-0.0053709158000000016,0.6,0.002532834,0.4,0.6
162,745.650024,0.027023352999999996,-0.001519266200000002,0.6,0.0015873620000000001,0.4,0.6
163,765.799988,-0.044267386,-0.011110888000000003,0.8,0.002424839,0.4,0.6
164,731.900024,0.0034840659999999996,-0.008117458000000003,0.6,0.003722758,0.2,0.6
165,734.450012,0.00224653,-0.007080799600000002,0.4,0.0037644640000000004,0.2,0.8
166,736.099976,0.002513294,-0.0018000286000000025,0.2,0.001894126,0.4,0.6
167,737.950012,-0.026289076,-0.012462514400000003,0.4,-0.0021074270000000003,0.6,0.6
168,718.549988,0.011272751999999999,-0.0013544868000000029,0.2,-0.00160018,0.4,0.8
